GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m)
2023/12/06 09:11:03.00,459476.0383,5634159.7706,2946806.455,13.0,2.3188,6.0465,3.8852
2023/12/06 09:11:04.00,459479.4205,5634158.5598,2946805.109,13.0,2.3188,6.0465,3.8855
2023/12/06 09:11:05.00,459487.1767,5634170.4507,2946814.1946,13.0,2.3187,6.0466,3.8857
2023/12/06 09:11:06.00,459488.6626,5634160.6216,2946808.6008,12.0,2.628,7.7697,4.9044
2023/12/06 09:11:07.00,459491.3016,5634155.5591,2946805.3232,12.0,2.6279,7.7698,4.9048
2023/12/06 09:11:08.00,459496.032,5634154.2641,2946805.0281,11.0,2.8875,7.8463,5.0911
2023/12/06 09:11:09.00,459501.559,5634154.9404,2946806.3754,12.0,2.6278,7.7701,4.9055
2023/12/06 09:11:10.00,459507.0983,5634156.3212,2946807.4286,12.0,2.6277,7.7702,4.9059
2023/12/06 09:11:11.00,459511.169,5634154.0576,2946806.6951,12.0,2.6276,7.7704,4.9063
2023/12/06 09:11:12.00,459517.1587,5634153.2396,2946808.3229,12.0,2.6276,7.7705,4.9067
2023/12/06 09:11:13.00,459523.8579,5634158.1016,2946811.1949,13.0,2.3183,6.0471,3.8878
2023/12/06 09:11:14.00,459528.6762,5634154.9251,2946807.8476,13.0,2.3183,6.0472,3.888
2023/12/06 09:11:15.00,459532.9877,5634151.1658,2946808.8342,13.0,2.3182,6.0473,3.8883
2023/12/06 09:11:16.00,459538.5762,5634150.6607,2946811.7374,13.0,2.3181,6.0473,3.8885
2023/12/06 09:11:17.00,459542.9729,5634148.3173,2946810.6072,13.0,2.3181,6.0474,3.8888
2023/12/06 09:11:18.00,459547.7534,5634146.4436,2946810.8638,13.0,2.318,6.0475,3.8891
2023/12/06 09:11:19.00,459552.7613,5634145.3933,2946810.8872,13.0,2.318,6.0475,3.8893
2023/12/06 09:11:20.00,459556.8604,5634143.8233,2946809.6324,13.0,2.3179,6.0476,3.8896
2023/12/06 09:11:21.00,459560.6085,5634138.6222,2946807.1661,13.0,2.3179,6.0477,3.8898
2023/12/06 09:11:22.00,459567.9508,5634145.3203,2946813.5775,12.0,2.6268,7.7718,4.9105
2023/12/06 09:11:23.00,459572.96,5634143.7735,2946813.6114,12.0,2.6268,7.772,4.9109
2023/12/06 09:11:24.00,459578.4886,5634146.1535,2946815.4256,13.0,2.3177,6.0479,3.8906
2023/12/06 09:11:25.00,459582.9516,5634145.5742,2946815.9952,13.0,2.3177,6.0479,3.8908
2023/12/06 09:11:26.00,459586.6772,5634143.3201,2946815.5402,13.0,2.3176,6.048,3.8911
2023/12/06 09:11:27.00,459590.7947,5634142.5892,2946815.6825,12.0,2.3582,6.137,3.9505
