GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m)
2024/02/14 05:15:27.00,457904.2225,5633770.5636,2947822.2701,7.0,6.5982,10.7332,6.4265,2.4821,5.6013,-4.7619
2024/02/14 05:15:28.00,457906.9807,5633765.3456,2947827.57,9.0,3.9837,9.3281,5.2989,2.0081,5.4192,-1.9645
2024/02/14 05:15:29.00,457910.2692,5633761.7712,2947832.8789,9.0,3.9836,9.3293,5.2995,2.0069,5.4205,-1.9647
2024/02/14 05:15:30.00,457913.3933,5633758.1221,2947838.3246,9.0,3.9835,9.3306,5.3001,2.0056,5.4218,-1.9648
2024/02/14 05:15:31.00,457917.2756,5633755.5357,2947843.3576,9.0,3.9834,9.3318,5.3007,2.0044,5.4231,-1.9649
2024/02/14 05:15:32.00,457919.7719,5633752.5813,2947849.5072,8.0,5.2965,10.0405,6.0256,-2.985,6.3268,-3.7229
2024/02/14 05:15:33.00,457923.828,5633748.2084,2947854.3926,9.0,3.9832,9.3343,5.3018,2.002,5.4257,-1.9651
2024/02/14 05:15:34.00,457927.1405,5633745.7398,2947860.027,8.0,5.2964,10.044,6.0268,-2.9886,6.3298,-3.7233
2024/02/14 05:15:35.00,457930.6389,5633742.5132,2947865.4218,8.0,5.2964,10.0457,6.0274,-2.9904,6.3313,-3.7235
2024/02/14 05:15:36.00,457936.2542,5633736.5368,2947868.892,9.0,3.9829,9.3381,5.3036,1.9983,5.4295,-1.9655
2024/02/14 05:15:37.00,457939.7474,5633735.0217,2947874.4195,9.0,3.9828,9.3393,5.3041,1.9971,5.4308,-1.9656
2024/02/14 05:15:38.00,457943.8064,5633731.6577,2947879.4695,9.0,3.9827,9.3405,5.3047,1.9958,5.4321,-1.9657
2024/02/14 05:15:39.00,457947.3484,5633728.4711,2947885.0555,9.0,3.9826,9.3418,5.3053,1.9946,5.4334,-1.9659
2024/02/14 05:15:40.00,457951.8945,5633724.9194,2947890.3181,9.0,3.9825,9.343,5.3059,1.9934,5.4347,-1.966
2024/02/14 05:15:41.00,457956.3233,5633721.3462,2947896.0329,9.0,3.9825,9.3443,5.3064,1.9921,5.436,-1.9661
2024/02/14 05:15:42.00,457961.109,5633717.3976,2947902.0983,9.0,3.9824,9.3455,5.307,1.9909,5.4372,-1.9662
2024/02/14 05:15:43.00,457965.7714,5633713.3469,2947908.6818,9.0,3.9823,9.3468,5.3076,1.9897,5.4385,-1.9663
2024/02/14 05:15:44.00,457970.4181,5633709.2249,2947915.5471,9.0,3.9822,9.348,5.3082,1.9884,5.4398,-1.9665
2024/02/14 05:15:45.00,457975.1097,5633704.7842,2947922.3329,9.0,3.9821,9.3493,5.3087,1.9872,5.4411,-1.9666
2024/02/14 05:15:46.00,457979.6987,5633700.7767,2947928.9437,9.0,3.982,9.3505,5.3093,1.9859,5.4424,-1.9667
2024/02/14 05:15:47.00,457983.98,5633696.9823,2947935.0205,9.0,3.9819,9.3518,5.3099,1.9847,5.4437,-1.9668
2024/02/14 05:15:48.00,457987.9693,5633692.6317,2947941.4469,9.0,3.9818,9.353,5.3105,1.9835,5.445,-1.967
2024/02/14 05:15:49.00,457992.7183,5633689.2658,2947947.746,9.0,3.9817,9.3543,5.311,1.9822,5.4463,-1.9671
2024/02/14 05:15:50.00,457996.5851,5633684.439,2947954.7333,9.0,3.9816,9.3555,5.3116,1.981,5.4475,-1.9672
2024/02/14 05:15:51.00,458000.2865,5633679.4808,2947962.1483,9.0,3.9815,9.3568,5.3122,1.9797,5.4488,-1.9673
2024/02/14 05:15:52.00,458005.2253,5633676.5174,2947969.1886,9.0,3.9814,9.358,5.3128,1.9785,5.4501,-1.9675
2024/02/14 05:15:53.00,458008.7138,5633671.4163,2947977.1524,9.0,3.9813,9.3593,5.3133,1.9773,5.4514,-1.9676
2024/02/14 05:15:54.00,458012.0196,5633666.8004,2947985.2887,9.0,3.9812,9.3605,5.3139,1.976,5.4527,-1.9677
2024/02/14 05:15:55.00,458015.0823,5633662.3126,2947993.5389,9.0,3.9811,9.3618,5.3145,1.9748,5.454,-1.9678
2024/02/14 05:15:56.00,458019.7206,5633661.3985,2948000.9487,8.0,4.9336,10.4697,5.499,4.1889,4.8117,-2.8254
2024/02/14 05:15:57.00,458021.6063,5633656.7213,2948009.6075,8.0,4.9332,10.4717,5.4992,4.1888,4.8135,-2.8247
2024/02/14 05:15:58.00,458020.7325,5633648.323,2948019.5562,9.0,3.9808,9.3655,5.3162,1.971,5.4578,-1.9682
2024/02/14 05:15:59.00,458022.2098,5633644.23,2948028.0334,9.0,3.9807,9.3668,5.3168,1.9698,5.4591,-1.9683
2024/02/14 05:16:00.00,458022.6655,5633638.9093,2948036.8082,9.0,3.9806,9.368,5.3174,1.9685,5.4604,-1.9685
2024/02/14 05:16:01.00,458023.5253,5633634.7838,2948045.2932,8.0,4.3641,9.6028,5.6211,2.7633,5.8019,-0.7858
2024/02/14 05:16:02.00,458026.06,5633633.4533,2948053.3692,7.0,5.8612,11.3154,5.6719,5.5715,5.3997,-1.8902
2024/02/14 05:16:03.00,458023.3917,5633624.0546,2948063.3675,9.0,3.9803,9.3718,5.3191,1.9648,5.4642,-1.9688
2024/02/14 05:16:04.00,458025.7558,5633623.5015,2948071.0952,8.0,4.9308,10.4862,5.5008,4.1881,4.8259,-2.8198
2024/02/14 05:16:05.00,458026.2549,5633619.2052,2948079.8635,7.0,5.8601,11.3215,5.6726,5.5715,5.4046,-1.8872
2024/02/14 05:16:06.00,458027.1204,5633615.5389,2948089.3044,8.0,4.9301,10.4903,5.5012,4.1878,4.8295,-2.8184
2024/02/14 05:16:07.00,458028.1838,5633612.3346,2948098.9845,7.0,5.8595,11.3256,5.6731,5.5714,5.4079,-1.8852
2024/02/14 05:16:08.00,458029.2658,5633609.3444,2948108.7712,7.0,5.8591,11.3277,5.6733,5.5714,5.4095,-1.8841
2024/02/14 05:16:09.00,458029.4329,5633604.6777,2948117.638,7.0,5.8588,11.3297,5.6735,5.5714,5.4111,-1.8831
2024/02/14 05:16:10.00,458026.1817,5633594.8163,2948126.8323,9.0,3.9796,9.3805,5.3231,1.956,5.4732,-1.9697
2024/02/14 05:16:11.00,458026.7164,5633590.5419,2948136.8719,9.0,3.9795,9.3818,5.3237,1.9547,5.4745,-1.9698
2024/02/14 05:16:12.00,458030.1234,5633590.6532,2948144.8252,7.0,5.8577,11.3358,5.6742,5.5713,5.4161,-1.8801
2024/02/14 05:16:13.00,458029.8533,5633584.9139,2948153.4556,7.0,5.8574,11.3379,5.6744,5.5713,5.4177,-1.8791
2024/02/14 05:16:14.00,458026.5337,5633574.7231,2948162.2374,8.0,4.3626,9.6166,5.6262,2.7483,5.8151,-0.7976
2024/02/14 05:16:15.00,458028.2111,5633572.3415,2948170.1845,7.0,5.8567,11.342,5.6749,5.5712,5.421,-1.877
2024/02/14 05:16:16.00,458027.7934,5633567.0001,2948181.1976,8.0,4.3624,9.6187,5.627,2.746,5.8171,-0.7994
2024/02/14 05:16:17.00,458025.8761,5633559.6265,2948190.8636,8.0,4.3623,9.6198,5.6274,2.7448,5.8181,-0.8003
2024/02/14 05:16:18.00,458030.891,5633560.5592,2948199.195,7.0,5.8556,11.3482,5.6755,5.5712,5.4259,-1.874
2024/02/14 05:16:19.00,458030.0506,5633554.0461,2948208.0546,8.0,4.9257,10.5173,5.5042,4.1865,4.8526,-2.8094
2024/02/14 05:16:20.00,458030.014,5633546.2855,2948216.6121,9.0,3.9787,9.393,5.3289,1.9433,5.486,-1.971
2024/02/14 05:16:21.00,458030.776,5633539.2581,2948225.6775,8.0,4.3618,9.624,5.629,2.7402,5.8221,-0.8039
2024/02/14 05:16:22.00,458028.1194,5633528.3571,2948228.3323,5.0,10.128,15.6447,8.5569,9.5518,9.7466,4.2943
2024/02/14 05:16:23.00,458032.4724,5633524.1445,2948236.0868,6.0,8.7018,15.5627,8.0581,9.9766,9.5065,5.7732
2024/02/14 05:16:24.00,458036.318,5633521.9364,2948246.0242,7.0,5.1574,10.7589,7.5219,4.5508,7.6086,3.6165
2024/02/14 05:16:25.00,458039.4103,5633514.6633,2948252.9447,7.0,5.1569,10.7589,7.521,4.5491,7.6081,3.6151
2024/02/14 05:16:26.00,458046.0688,5633514.5791,2948266.1417,9.0,3.9781,9.4005,5.3323,1.9357,5.4936,-1.9718
2024/02/14 05:16:27.00,458052.7289,5633511.0999,2948273.9079,9.0,3.978,9.4018,5.3329,1.9344,5.4949,-1.9719
2024/02/14 05:16:28.00,458058.4641,5633505.4796,2948280.6691,9.0,3.9779,9.403,5.3334,1.9331,5.4962,-1.972
2024/02/14 05:16:29.00,458065.2634,5633500.7919,2948287.4772,9.0,3.9778,9.4043,5.334,1.9318,5.4974,-1.9722
2024/02/14 05:16:30.00,458072.6543,5633496.121,2948294.0166,9.0,3.9777,9.4055,5.3346,1.9305,5.4987,-1.9723
2024/02/14 05:16:31.00,458079.9423,5633491.1927,2948299.8451,9.0,3.9776,9.4068,5.3352,1.9293,5.5,-1.9724
2024/02/14 05:16:32.00,458088.6742,5633488.9623,2948304.4848,9.0,3.9776,9.408,5.3357,1.928,5.5013,-1.9726
2024/02/14 05:16:33.00,458096.7381,5633485.1378,2948309.0206,9.0,3.9775,9.4093,5.3363,1.9267,5.5025,-1.9727
2024/02/14 05:16:34.00,458105.2684,5633481.6719,2948313.2665,9.0,3.9774,9.4105,5.3369,1.9254,5.5038,-1.9728
2024/02/14 05:16:35.00,458114.34,5633478.8175,2948316.8741,9.0,3.9773,9.4118,5.3375,1.9241,5.5051,-1.973
2024/02/14 05:16:36.00,458123.1235,5633476.3469,2948319.7211,9.0,3.9772,9.413,5.338,1.9228,5.5064,-1.9731
2024/02/14 05:16:37.00,458131.6259,5633474.4621,2948321.7671,9.0,3.9771,9.4143,5.3386,1.9215,5.5076,-1.9732
2024/02/14 05:16:38.00,458139.6371,5633472.658,2948323.4662,9.0,3.977,9.4155,5.3392,1.9202,5.5089,-1.9734
2024/02/14 05:16:39.00,458147.922,5633470.9918,2948324.5256,9.0,3.9769,9.4168,5.3398,1.919,5.5102,-1.9735
2024/02/14 05:16:40.00,458156.3526,5633469.4206,2948325.1272,9.0,3.9768,9.418,5.3403,1.9177,5.5115,-1.9736
2024/02/14 05:16:41.00,458164.5823,5633468.4223,2948325.2162,9.0,3.9767,9.4193,5.3409,1.9164,5.5127,-1.9738
2024/02/14 05:16:42.00,458172.6757,5633467.7164,2948324.9394,9.0,3.9766,9.4205,5.3415,1.9151,5.514,-1.9739
2024/02/14 05:16:43.00,458180.1753,5633467.1212,2948324.1815,9.0,3.9765,9.4218,5.3421,1.9138,5.5153,-1.974
2024/02/14 05:16:44.00,458186.9271,5633466.7006,2948323.3714,9.0,3.9764,9.423,5.3426,1.9125,5.5165,-1.9742
2024/02/14 05:16:45.00,458193.1305,5633466.3337,2948322.479,9.0,3.9763,9.4243,5.3432,1.9112,5.5178,-1.9743
2024/02/14 05:16:46.00,458199.1055,5633466.1023,2948321.675,9.0,3.9763,9.4255,5.3438,1.9099,5.5191,-1.9745
2024/02/14 05:16:47.00,458203.9555,5633465.7324,2948321.1137,9.0,3.9762,9.4268,5.3444,1.9086,5.5204,-1.9746
2024/02/14 05:16:48.00,458208.4951,5633465.6151,2948320.5279,9.0,3.9761,9.428,5.3449,1.9073,5.5216,-1.9747
2024/02/14 05:16:49.00,458212.6673,5633465.5187,2948319.9102,9.0,3.976,9.4293,5.3455,1.906,5.5229,-1.9749
2024/02/14 05:16:50.00,458216.1802,5633464.1595,2948317.8442,9.0,3.9759,9.4305,5.3461,1.9047,5.5242,-1.975
2024/02/14 05:16:51.00,458221.0158,5633465.7705,2948318.3977,9.0,3.9758,9.4318,5.3467,1.9034,5.5254,-1.9751
2024/02/14 05:16:52.00,458225.0465,5633465.2547,2948316.7469,9.0,3.9757,9.433,5.3472,1.9021,5.5267,-1.9753
2024/02/14 05:16:53.00,458229.6493,5633466.1378,2948317.4387,8.0,4.3583,9.6579,5.6415,2.7024,5.8541,-0.833
2024/02/14 05:16:54.00,458233.3719,5633466.1175,2948316.6101,9.0,3.9755,9.4355,5.3484,1.8995,5.5292,-1.9755
2024/02/14 05:16:55.00,458237.5617,5633464.216,2948315.5852,9.0,3.9754,9.4368,5.3489,1.8981,5.5305,-1.9757
2024/02/14 05:16:56.00,458241.3672,5633464.583,2948315.361,9.0,3.9753,9.438,5.3495,1.8968,5.5318,-1.9758
2024/02/14 05:16:57.00,458244.2682,5633465.534,2948314.8418,9.0,3.9753,9.4393,5.3501,1.8955,5.5331,-1.976
2024/02/14 05:16:58.00,458246.0706,5633466.9179,2948314.4897,9.0,3.9752,9.4405,5.3507,1.8942,5.5343,-1.9761
2024/02/14 05:16:59.00,458247.7888,5633465.9656,2948314.2622,9.0,3.9751,9.4418,5.3512,1.8929,5.5356,-1.9762
2024/02/14 05:17:00.00,458248.1559,5633467.4625,2948314.2755,9.0,3.975,9.443,5.3518,1.8916,5.5369,-1.9764
2024/02/14 05:17:01.00,458248.8857,5633466.9555,2948314.1212,9.0,3.9749,9.4443,5.3524,1.8903,5.5381,-1.9765
2024/02/14 05:17:02.00,458250.3593,5633463.5744,2948313.875,9.0,3.9748,9.4455,5.353,1.889,5.5394,-1.9767
2024/02/14 05:17:03.00,458252.1937,5633467.6756,2948313.1863,8.0,4.9107,10.61,5.5144,4.1824,4.9308,-2.7786
2024/02/14 05:17:04.00,458252.5348,5633468.5772,2948313.0787,8.0,4.9104,10.6121,5.5146,4.1824,4.9326,-2.7779
2024/02/14 05:17:05.00,458252.5396,5633467.5512,2948313.297,9.0,3.9745,9.4493,5.3547,1.885,5.5432,-1.9771
2024/02/14 05:17:06.00,458251.2409,5633464.5991,2948314.004,9.0,3.9744,9.4505,5.3552,1.8837,5.5444,-1.9772
2024/02/14 05:17:07.00,458252.4963,5633464.5878,2948313.8636,9.0,3.9744,9.4518,5.3558,1.8824,5.5457,-1.9773
2024/02/14 05:17:08.00,458253.5379,5633464.0709,2948313.839,9.0,3.9743,9.453,5.3564,1.881,5.547,-1.9775
2024/02/14 05:17:09.00,458257.8013,5633468.5585,2948312.4136,8.0,4.9087,10.6228,5.5158,4.182,4.9415,-2.7743
2024/02/14 05:17:10.00,458259.8048,5633468.6026,2948311.9915,8.0,4.9084,10.6249,5.516,4.1819,4.9433,-2.7736
2024/02/14 05:17:11.00,458260.4492,5633465.2893,2948312.3924,9.0,3.974,9.4568,5.3581,1.8771,5.5508,-1.9779
2024/02/14 05:17:12.00,458265.6947,5633468.6527,2948310.9862,8.0,4.9077,10.6292,5.5165,4.1817,4.9468,-2.7722
2024/02/14 05:17:13.00,458269.5535,5633468.7115,2948310.2729,8.0,4.9074,10.6314,5.5167,4.1816,4.9486,-2.7715
2024/02/14 05:17:14.00,458273.4882,5633468.8868,2948309.7273,8.0,4.907,10.6335,5.517,4.1816,4.9504,-2.7708
2024/02/14 05:17:15.00,458274.8209,5633464.651,2948310.2212,9.0,3.9736,9.4618,5.3604,1.8718,5.5558,-1.9785
2024/02/14 05:17:16.00,458279.1208,5633465.2139,2948309.3574,9.0,3.9736,9.463,5.361,1.8704,5.5571,-1.9786
2024/02/14 05:17:17.00,458283.721,5633465.4111,2948308.5949,9.0,3.9735,9.4643,5.3615,1.8691,5.5583,-1.9788
2024/02/14 05:17:18.00,458288.7463,5633465.5459,2948307.8048,9.0,3.9734,9.4655,5.3621,1.8678,5.5596,-1.9789
2024/02/14 05:17:19.00,458294.021,5633465.4181,2948307.0426,9.0,3.9733,9.4668,5.3627,1.8664,5.5609,-1.979
2024/02/14 05:17:20.00,458299.3606,5633465.6307,2948306.2957,9.0,3.9732,9.468,5.3633,1.8651,5.5621,-1.9792
2024/02/14 05:17:21.00,458304.3599,5633465.5466,2948305.4434,9.0,3.9731,9.4693,5.3638,1.8638,5.5634,-1.9793
2024/02/14 05:17:22.00,458308.7014,5633465.7184,2948304.6927,9.0,3.973,9.4705,5.3644,1.8624,5.5646,-1.9795
2024/02/14 05:17:23.00,458311.8855,5633465.6308,2948304.1389,9.0,3.9729,9.4718,5.365,1.8611,5.5659,-1.9796
2024/02/14 05:17:24.00,458314.1109,5633465.4732,2948303.7351,9.0,3.9729,9.473,5.3655,1.8597,5.5672,-1.9798
2024/02/14 05:17:25.00,458315.3113,5633465.5292,2948303.5672,9.0,3.9728,9.4743,5.3661,1.8584,5.5684,-1.9799
2024/02/14 05:17:26.00,458315.9527,5633465.6866,2948303.5364,9.0,3.9727,9.4755,5.3667,1.8571,5.5697,-1.98
2024/02/14 05:17:27.00,458316.5899,5633465.7232,2948303.3408,9.0,3.9726,9.4768,5.3673,1.8557,5.5709,-1.9802
2024/02/14 05:17:28.00,458317.5822,5633465.7979,2948303.098,9.0,3.9725,9.478,5.3678,1.8544,5.5722,-1.9803
2024/02/14 05:17:29.00,458318.9736,5633465.9121,2948302.7217,9.0,3.9724,9.4792,5.3684,1.853,5.5735,-1.9805
2024/02/14 05:17:30.00,458320.5845,5633466.0673,2948302.3464,9.0,3.9723,9.4805,5.369,1.8517,5.5747,-1.9806
2024/02/14 05:17:31.00,458322.9327,5633466.2574,2948301.7425,9.0,3.9723,9.4817,5.3695,1.8503,5.576,-1.9808
2024/02/14 05:17:32.00,458326.0684,5633466.268,2948301.144,9.0,3.9722,9.483,5.3701,1.849,5.5772,-1.9809
2024/02/14 05:17:33.00,458329.6746,5633465.9821,2948300.2023,9.0,3.9721,9.4842,5.3707,1.8476,5.5785,-1.981
2024/02/14 05:17:34.00,458333.4453,5633465.6317,2948299.477,9.0,3.972,9.4855,5.3713,1.8463,5.5797,-1.9812
2024/02/14 05:17:35.00,458337.2075,5633465.788,2948299.2239,9.0,3.9719,9.4867,5.3718,1.8449,5.581,-1.9813
2024/02/14 05:17:36.00,458340.8788,5633465.4697,2948298.62,9.0,3.9718,9.488,5.3724,1.8436,5.5823,-1.9815
2024/02/14 05:17:37.00,458344.8639,5633465.4301,2948298.2992,9.0,3.9717,9.4892,5.373,1.8422,5.5835,-1.9816
2024/02/14 05:17:38.00,458349.0007,5633465.6837,2948298.0657,9.0,3.9716,9.4905,5.3735,1.8409,5.5848,-1.9818
2024/02/14 05:17:39.00,458352.8555,5633465.753,2948297.4693,9.0,3.9716,9.4917,5.3741,1.8395,5.586,-1.9819
2024/02/14 05:17:40.00,458356.704,5633465.8262,2948296.8143,9.0,3.9715,9.493,5.3747,1.8381,5.5873,-1.9821
2024/02/14 05:17:41.00,458360.9876,5633465.9306,2948296.2532,9.0,3.9714,9.4942,5.3752,1.8368,5.5885,-1.9822
2024/02/14 05:17:42.00,458365.9691,5633466.4012,2948296.3322,9.0,3.9713,9.4955,5.3758,1.8354,5.5898,-1.9824
2024/02/14 05:17:43.00,458370.8367,5633465.9995,2948295.2522,9.0,3.9712,9.4967,5.3764,1.8341,5.591,-1.9825
2024/02/14 05:17:44.00,458376.1303,5633466.1288,2948294.6522,9.0,3.9711,9.498,5.377,1.8327,5.5923,-1.9827
2024/02/14 05:17:45.00,458381.413,5633466.2476,2948294.1093,9.0,3.9711,9.4992,5.3775,1.8313,5.5935,-1.9828
2024/02/14 05:17:46.00,458386.744,5633466.9225,2948293.7528,9.0,3.971,9.5005,5.3781,1.83,5.5948,-1.9829
2024/02/14 05:17:47.00,458391.3742,5633466.7752,2948292.1472,9.0,3.9709,9.5017,5.3787,1.8286,5.596,-1.9831
2024/02/14 05:17:48.00,458395.6184,5633466.4554,2948290.8626,9.0,3.9708,9.503,5.3792,1.8272,5.5973,-1.9832
2024/02/14 05:17:49.00,458399.9119,5633466.6218,2948290.7579,9.0,3.9707,9.5042,5.3798,1.8258,5.5985,-1.9834
2024/02/14 05:17:50.00,458404.1729,5633466.8697,2948290.3603,9.0,3.9706,9.5055,5.3804,1.8245,5.5998,-1.9835
2024/02/14 05:17:51.00,458406.8056,5633463.646,2948285.9062,8.0,4.1321,9.8454,6.1056,2.5005,6.2256,-0.7966
2024/02/14 05:17:52.00,458410.8873,5633463.4926,2948285.7379,8.0,4.132,9.8465,6.1059,2.4994,6.2265,-0.7973
2024/02/14 05:17:53.00,458415.0162,5633463.5915,2948285.4371,8.0,4.1319,9.8475,6.1062,2.4982,6.2274,-0.798
2024/02/14 05:17:54.00,458420.6855,5633467.6393,2948289.3222,8.0,4.352,9.7222,5.665,2.6277,5.9142,-0.8881
2024/02/14 05:17:55.00,458423.9124,5633467.0603,2948288.7755,8.0,4.3519,9.7232,5.6654,2.6265,5.9152,-0.889
2024/02/14 05:17:56.00,458426.502,5633466.1347,2948288.0488,8.0,4.3518,9.7243,5.6658,2.6252,5.9161,-0.8899
2024/02/14 05:17:57.00,458428.9007,5633465.2411,2948287.8839,8.0,4.3517,9.7253,5.6662,2.624,5.9171,-0.8908
2024/02/14 05:17:58.00,458430.8143,5633463.9025,2948287.031,7.0,4.3552,9.777,6.1743,2.5891,5.7084,-0.6025
2024/02/14 05:17:59.00,458433.9346,5633465.0955,2948288.9508,7.0,4.3551,9.7779,6.1751,2.5879,5.7098,-0.6033
2024/02/14 05:18:00.00,458434.8282,5633464.4216,2948287.821,7.0,4.355,9.7787,6.1759,2.5866,5.7111,-0.6042
2024/02/14 05:18:01.00,458435.5966,5633464.4045,2948287.8307,7.0,4.3549,9.7795,6.1767,2.5854,5.7125,-0.605
2024/02/14 05:18:02.00,458435.9213,5633463.7975,2948286.7617,7.0,4.3548,9.7804,6.1775,2.5842,5.7138,-0.6058
2024/02/14 05:18:03.00,458437.089,5633465.0529,2948286.7188,8.0,4.3511,9.7316,5.6685,2.6164,5.9229,-0.8961
2024/02/14 05:18:04.00,458438.5107,5633465.0942,2948288.913,7.0,4.3546,9.782,6.1792,2.5817,5.7166,-0.6075
2024/02/14 05:18:05.00,458435.493,5633459.3167,2948278.5146,6.0,6.3484,11.5929,12.6489,5.9492,10.0669,7.1143
2024/02/14 05:18:06.00,458444.8798,5633469.4673,2948296.199,7.0,4.132,9.8754,6.9475,2.4729,6.0958,-0.5774
2024/02/14 05:18:07.00,458441.2787,5633463.5875,2948285.8631,7.0,4.1319,9.8763,6.9485,2.4718,6.0972,-0.5777
2024/02/14 05:18:08.00,458441.8208,5633464.1159,2948286.9609,8.0,3.9891,9.6549,5.6757,1.9647,5.3701,-2.1569
2024/02/14 05:18:09.00,458441.5333,5633463.6311,2948285.9109,8.0,3.989,9.6558,5.6766,1.9632,5.3716,-2.1572
2024/02/14 05:18:10.00,458441.9624,5633464.1064,2948286.8707,8.0,3.9889,9.6567,5.6775,1.9617,5.3731,-2.1574
2024/02/14 05:18:11.00,458442.1154,5633464.351,2948287.3818,8.0,3.9888,9.6576,5.6784,1.9601,5.3746,-2.1576
2024/02/14 05:18:12.00,458441.6315,5633463.3471,2948285.4272,8.0,3.9887,9.6584,5.6793,1.9586,5.3761,-2.1578
2024/02/14 05:18:13.00,458442.0306,5633463.5858,2948285.7215,8.0,3.9886,9.6593,5.6802,1.9571,5.3776,-2.158
2024/02/14 05:18:14.00,458442.8273,5633463.611,2948285.5853,8.0,3.9885,9.6602,5.6811,1.9555,5.3791,-2.1582
2024/02/14 05:18:15.00,458443.1114,5633463.1078,2948284.4457,7.0,4.1313,9.8836,6.956,2.4627,6.1089,-0.5801
2024/02/14 05:18:16.00,458443.1979,5633463.1169,2948284.4292,7.0,4.1313,9.8845,6.9569,2.4615,6.1103,-0.5805
2024/02/14 05:18:17.00,458443.0429,5633463.0631,2948284.3581,7.0,4.1312,9.8854,6.9578,2.4604,6.1118,-0.5808
2024/02/14 05:18:18.00,458442.9751,5633463.1885,2948284.1793,7.0,4.1311,9.8863,6.9588,2.4592,6.1133,-0.5811
2024/02/14 05:18:19.00,458443.0931,5633463.0412,2948284.0939,7.0,4.1311,9.8872,6.9597,2.4581,6.1147,-0.5814
2024/02/14 05:18:20.00,458443.4656,5633462.9584,2948283.9442,7.0,4.131,9.8882,6.9606,2.4569,6.1162,-0.5817
2024/02/14 05:18:21.00,458443.8935,5633463.1029,2948283.854,7.0,4.1309,9.8891,6.9616,2.4558,6.1176,-0.582
2024/02/14 05:18:22.00,458444.2427,5633462.9779,2948283.7875,7.0,4.1309,9.89,6.9625,2.4546,6.1191,-0.5823
2024/02/14 05:18:23.00,458444.3931,5633462.9646,2948283.6766,7.0,4.1308,9.8909,6.9635,2.4535,6.1206,-0.5827
2024/02/14 05:18:24.00,458444.4214,5633462.7723,2948283.5428,7.0,4.1307,9.8918,6.9644,2.4523,6.122,-0.583
2024/02/14 05:18:25.00,458444.631,5633462.6624,2948283.4119,7.0,4.1306,9.8927,6.9653,2.4512,6.1235,-0.5833
2024/02/14 05:18:26.00,458445.2031,5633462.5085,2948283.1544,7.0,4.1306,9.8936,6.9663,2.45,6.1249,-0.5836
2024/02/14 05:18:27.00,458446.3901,5633462.5096,2948282.8653,7.0,4.1305,9.8945,6.9672,2.4489,6.1264,-0.5839
2024/02/14 05:18:28.00,458447.8369,5633462.5839,2948282.547,7.0,4.1304,9.8955,6.9681,2.4477,6.1278,-0.5843
2024/02/14 05:18:29.00,458449.2734,5633462.4328,2948282.372,7.0,4.1304,9.8964,6.9691,2.4466,6.1293,-0.5846
2024/02/14 05:18:30.00,458450.5303,5633462.367,2948282.0874,7.0,4.1303,9.8973,6.97,2.4454,6.1308,-0.5849
2024/02/14 05:18:31.00,458451.7327,5633462.3632,2948281.8824,7.0,4.1302,9.8982,6.971,2.4443,6.1322,-0.5852
2024/02/14 05:18:32.00,458452.8033,5633462.4806,2948281.8113,7.0,4.1302,9.8991,6.9719,2.4431,6.1337,-0.5856
2024/02/14 05:18:33.00,458450.9175,5633459.0937,2948275.8079,6.0,6.3312,11.5993,12.6302,5.9133,10.0644,7.0846
2024/02/14 05:18:34.00,458451.781,5633459.2342,2948275.8064,6.0,6.3306,11.5995,12.6295,5.912,10.0643,7.0835
2024/02/14 05:18:35.00,458452.6998,5633459.1207,2948275.4899,6.0,6.33,11.5997,12.6288,5.9107,10.0641,7.0824
2024/02/14 05:18:36.00,458453.9894,5633459.1526,2948275.323,6.0,6.3294,11.5999,12.6281,5.9094,10.064,7.0813
2024/02/14 05:18:37.00,458455.1791,5633459.1699,2948275.3861,6.0,6.3288,11.6001,12.6274,5.9081,10.0639,7.0803
2024/02/14 05:18:38.00,458455.7774,5633459.0854,2948275.1944,6.0,6.3282,11.6004,12.6267,5.9068,10.0638,7.0792
2024/02/14 05:18:39.00,458456.4664,5633459.2531,2948275.1843,6.0,6.3275,11.6006,12.626,5.9055,10.0637,7.0781
2024/02/14 05:18:40.00,458456.9547,5633459.149,2948274.8703,6.0,6.3269,11.6008,12.6253,5.9042,10.0636,7.077
2024/02/14 05:18:41.00,458457.4285,5633459.2569,2948274.8013,6.0,6.3263,11.601,12.6246,5.9029,10.0634,7.0759
2024/02/14 05:18:42.00,458457.9395,5633459.279,2948274.8253,6.0,6.3257,11.6012,12.6239,5.9016,10.0633,7.0748
2024/02/14 05:18:43.00,458458.6249,5633459.3438,2948274.8126,6.0,6.3251,11.6014,12.6232,5.9003,10.0632,7.0737
2024/02/14 05:18:44.00,458459.811,5633459.4678,2948274.9059,6.0,6.3245,11.6016,12.6225,5.8989,10.0631,7.0726
2024/02/14 05:18:45.00,458461.154,5633459.4016,2948274.5676,6.0,6.3238,11.6019,12.6217,5.8976,10.0629,7.0715
2024/02/14 05:18:46.00,458462.7306,5633459.264,2948274.3492,6.0,6.3232,11.6021,12.621,5.8963,10.0628,7.0704
2024/02/14 05:18:47.00,458464.3687,5633459.2375,2948274.1335,6.0,6.3226,11.6023,12.6203,5.895,10.0627,7.0693
2024/02/14 05:18:48.00,458466.2609,5633459.4388,2948273.9752,6.0,6.322,11.6025,12.6196,5.8937,10.0625,7.0682
